Latitude,Longitude,Departement,Titre,Thematique,Forme,Dates,Semaine du,Horaire,Lieu,Organisateurs,Informations,Lien,Prix,Adresse,Code postal,Ville,,Site Traces
45.7746413,3.0840718,Auvergne,"Le vrai taboulé (vert) , par Jessy Khalid ","Expression artistique des personnes migrantes, Santé Mentale","Théâtre, Lecture",Jeu 26 nov,Semaine du 23 novembre,18h,Médiathèque de Jaude,Médiathèque de Jaude (Clermont Métropole),bibliotheque.jaude@clermontmetropole.eu,,Gratuit,9 place Aragon,63000,Clermont Ferrand,,
45.77722199999999,3.087025,Auvergne,"En Cours, de Marion Dagot",Travail,Projection documentaire,Ven 27 nov,Semaine du 23 novembre,18h,Université Clermont Auvergne,Médiathèque de Jaude (Clermont Auvergne Métropole),,www.lacimade.org – www.migrantscene.org - en-cours.uca.fr/Projection-documentaire-en-cours-184096.kjsp,Gratuit,,,Clermont Ferrand,,
45.643476,3.243412,Auvergne,Soirée théâtrale et poétique,Hospitalité,"Lecture, Théâtre, Concert",Ven 27 nov,Semaine du 23 novembre,20h30,Hall du jeu de Paume,Les Amis de la Comté Républicaine,"Paul-Henry VINCENT, Les Amis de la Comté républicaine : vincentpaul2@wanadoo.fr – compagniedeschamps@gmail.com",,8 € (à titre indicatif),,69270,Vic Le Comte,,
45.7746413,3.0840718,Auvergne,Famille et migration,Droits des enfants,"Conférence, Table ronde",Jeu 3 déc,Semaine du 30 novembre,18h,Médiathèque de Jaude,Médiathèque de Jaude (Clermont Auvergne Métropole),bibliotheque.jaude@clermontmetropole.eu,,Gratuit,9 place Aragon,63000,Clermont Ferrand,,
45.7746413,3.0840718,Auvergne,"Une heure avec Jean Roméo Kamptchouang, artiste plasticien",Expression artistique des personnes migrantes,Rencontre,Sam 5 déc,Semaine du 30 novembre,17h30,Médiathèque de Jaude,Médiathèque de Jaude (Clermont Auvergne Métropole),bibliotheque.jaude@clermontmetropole.eu,,Gratuit,9 place Aragon,63000,Clermont Ferrand,,
45.8035831,3.10877,Auvergne,Avec les mots des autres,Santé Mentale,"Projection, Débat",Mer 9 déc,Semaine du 07 décembre,20h,Cinéma le Rio,"RESF 63, le réseau Traces et le cinéma Le Rio dans le cadre du festival Migrant’scène.",,,"5,5 € / 7 €",178 Rue sous les Vignes,63100,Clermont Ferrand,,
,,Ain,Objets Communs,,,Mar 20 au sam 31 oct,"Semaine du 19 octobre, Semaine du 26 octobre",,,,,,,,,,,
46.2088525,5.2317518,Ain,Principe de Fraternité : Valeur Constitutionnelle,"Travail, Habitat, Solidarité, Hospitalité","Conférence, Table ronde, Exposition, Projection, Repas",Sam 24 oc,Semaine du 19 octobre,Dès 9h30,Maison de la Culture et de la Citoyenneté,Cent Pour Un Toit-01,centpouruntoit01@gmail.com,www.facebook.com/centpouruntoit01,Gratuit,4 allée des Brotteaux,01000,Bourg-en-Bresse,,
46.2212885,5.228354599999999,Ain,Forêt polyglotte & Concert Sous La Langue,Langues,"Concert, Exposition sonore",Mer 4 nov,Semaine du 02 novembre,"15h30 (Concert), de 14h à 17h30 (Exposition)",Centre Psychothérapique de l’Ain,"Centre Psychothérapique de l’Ain, Le Concert Sous La Langue",,www.souslalangue.com / www.ecomuseebresse.fr,Gratuit,Avenue de Marboz,01000,Bourg-en-Bresse,,
46.2037009,5.24355,Ain,Rencontre avec l'écrivaine Faiza Guène,Expression artistique des personnes migrantes,Discussion,Ven 6 Nov,Semaine du 02 novembre,14h,Centre Social Amédée Mercier,Association JEMNA MIX ATTITUDES en partenariat avec la Sauvegarde,"04 74 52 10 02, Madame Nour Allouache : 06 14 68 70 54, Mourad Ameriou : 06 12 51 14 77",,Gratuit,57 Avenue Amedée Mercier,01000,Bourg-en-Bresse,,
,,Ain,Les migrations pour vivre ensemble ,"Hospitalité, Travail",Exposition,Sam 7 et dim 8 nov,Semaine du 02 novembre,De 14h à 19h,Salle communale,Association Comm’Une Sereine (Sainte-Croix).,Comm’Une Sereine : 06 59 06 63 57 – communesereine@gmail.com,www.commune-sereine.fr,Gratuit,,,,,
45.99679870000001,5.0285812,Ain,L’art pour comprendre le Monde ,"Expression artistique des personnes migrantes, Interculturalité","Exposition, Repas, Echanges",Jeu 12 nov,Semaine du 09 novembre,De 17h à 20h,Centre Huda de ADSEA01,"HUDA ADSEA01 Carole Bouteille Van Den Besselaer, directrice",carole.bouteille@sauvegarde01.fr,,,80 chemin des Oures,01330,Villar les Dombes,,
46.20516749999999,5.2255007,Ain,[Im]migrations en héritage,"Interculturalité, Mémoires","Projection, Exposition",Mar 24 nov,Semaine du 23 novembre,18h30,Centre Culturel Aragon,"la Ville d’Oyonnax, le Centre social Est, le Réseau d’Education Prioritaire d’Oyonnax, L’ADSEA, Hors cadre image et Traces. Soutenu par le FAMI, La DILCRAH, Le CONTRAT DE VILLE d’Oyonnax",samia.abbou@alfa3a.org Tel : 06 10 21 27 36,,Gratuit,,,Bourg-en-Bresse,,
46.2088525,5.2317518,Ain,"Demain est si loin, de Muriel Cravatte","Délit de Solidarité, Hospitalité","Projection, Rencontre",Mar 24 nov,Semaine du 23 novembre,20h,Maison de la Culture et de la Citoyenneté,,la MJC Bourg-en-Bresse,,Gratuit,4 allée des Brotteaux,01000,Bourg-en-Bresse,,
45.450626,4.3859432,Loire,20 ans du réseau Traces,20 ans du réseau Traces,"Emission radio, Autre",Jeu 15 oct,Semaine du 12 octobre,De 15h à 17h,Amicale Laïque de Beaubrun,"Radio Ondaine, Radio Dio, Amicale Laïque de Beaubrun et le Réseau Traces",,"A écouter sur Radio Dio 89.5 fm ou www.radio-dio.org , Radio Ondaine 90.9 fm et www.radio-ondaine.fr.",Gratuit,,42000,Saint-Etienne,,
45.4744661,4.5117688,Loire,"« Crise du Covid, le monde d’après… »",,"Conférence, Table ronde",Ven 16 oct,Semaine du 12 octobre,19h30,MJC de Saint-Chamond,"Le Grain, Nouvel Espace Culturel et Citoyen / MJC de Saint-Chamond",,https://mjcstchamond.fr/plaquette-necc-2019-2020/,,2 avenue de la Libération,42400,Saint-Chamond,,
45.4333477,4.3801312,Loire,Salon du livre : Littérature & migrations ,Expression artistique des personnes migrantes,"Rencontre littéraire, Littérature",Sam 17 oct,Semaine du 12 octobre,De 14h à 19h suivi d’une soirée festive,Amicale Laïque de Beaubrun,Amicale Laïque de Beaubrun et le réseau Traces,Nadim Ghodbane 0610847940,,Gratuit,14 Rue Claude Deverchère,42000,Saint-Etienne,,
45.43672249999999,4.386477,Loire,Migrants au gré des flots #1,,"Exposition, Rencontre",Jeu 22 oct,Semaine du 19 octobre,Vernissage : Jeu 22 oct à 18h,"Exposition, Conférence / Table ronde",Association Les Moyens du Bord,04 77 37 28 27 - lesmoyensdubord42@gmail.com,lmdb42.wordpress.com,Gratuit,38 rue de la Résistance,42000,Saint-Etienne,,
,,Loire,Plaques de rue ,,"Animation de rues, Autre",Ven 23 oct,Semaine du 19 octobre,Entre 12h et 14h,Centre ville,La Cimade / Festival Migrant'Scène, Marion Peyre : 0633874945  / Tel : 04.27.10.21.84 / saint-etienne@lacimade.org,www.migrantscene.org,,,,,,
,,,"Mémoires de guerres, Mémoires de travail ","Histoire coloniale, Travail","Projection, Débat",Ven 23 oct,Semaine du 19 octobre,20h,MJC Saint-Chamond,"Le Grain, Nouvel Espace Culturel et Citoyen / MJC de Saint-Chamond",,mjcstchamond.fr/plaquette-necc-2019-2020,,,,,,
45.4280813,4.3840116,Loire,Faut-il déboulonner les statues ?,Histoire coloniale,"Conférence, Table ronde",Sam 24 oct,Semaine du 19 octobre,19h,Amicale laïque de Tardy,"l’Amicale laïque de Tardy, le réseau Traces et l’association le Grain (Groupe de Réflexion et d’Actions Interculturelles)",04 77 32 47 51,,Prix libre,86 Rue Vaillant Couturier,42000,Saint-Etienne,,
45.4374122,4.4363722,Loire,Balade intime au cœur des Terres Noires,Quartiers populaires,Visite commentée,Sam 24 oct,Semaine du 19 octobre,15h,Quartier de Terrenoire,Centre socioculturel Arlequin,04 77 95 68 30,arlequin.centres-sociaux.fr,Gratuit,21 Rue du Dr Louis Destre,42000,Saint-Etienne,,
45.7220358,4.0084984,Loire,"L’hospitalité défiée par les migrations, artistes et citoyens aux frontières du droit.","Expression des personnes migrantes, Hospitalité, Droit",Rencontres publiques et radiophoniques,Ven 30 oct et sam 31 oct,Semaine du 26 octobre,,Château de Goutelas,"le Château de Goutelas, Bureau des dépositions, le PEROU, Radio DIO, 171 canons, Webradio r22 Tout-monde, Selam ! et les SUBS (Lieu vivant d’expériences artistiques, Lyon)",centreculturel@chateaudegoutelas.fr – 04 77 97 35 43,www.chateaudegoutelas.fr,"Rencontres gratuites, spectacle 7 € - sur réservation",Château de Goutelas,42130,Marcoux,,
45.4380805,4.3912074,Loire,Corps en Grève ,"Travail, Luttes","Exposition, Rencontre","Ven 13 nov, (Expo : mar 3 au mer 18 nov)","Semaine du 02 novembre, Semaine du 09 novembre, Semaine du 16 novembre",Ven 13 nov à 19h : rencontre avec les autrices,Librairie Lune et L’autre,,lune-et-l-autre@hotmail.fr,https://fr-fr.facebook.com/lune.l.autre/,Gratuit,19 rue du Pierre Bérard,42000, Saint-Etienne,,
45.43672249999999,4.386477,Loire,"Des Réfugiés, Artistes ??!",Expression artistique des personnes migrantes,Rencontre,Lun 9 oct,Semaine du 09 novembre,17h,Les Moyens du Bord,l’Association LES MOYENS DU BORD,lesmoyensdubord42@gmail.com - 04 77 37 28 27,lmdb42.wordpress.com,Gratuit,38 rue de la Résistance,42000, Saint-Etienne,,
45.4344433,4.3941734,Loire,"Née un 17 Octobre, Rachid Benzine",Histoire coloniale,Théâtre,Lun 9 oct,Semaine du 09 novembre,20h,Salle Jeanne d’Arc,Agasef – dans le cadre de l’action « Comprendre pour mieux agir »,comprendrepourmieuxagir@gmail,,Gratuit sur réservation,Rue Jean Claude Tissot,42000, Saint-Etienne,,
45.43672249999999,4.386477,Loire,Migrants au gré des flots #2,Expression artistique des personnes migrantes,"Lecture publique, Débat",Jeu 12 nov,Semaine du 09 novembre,17h,Les Moyens du Bord,,lesmoyensdubord42@gmail.com - 04 77 37 28 27,lmdb42.wordpress.com,,38 rue de la Résistance,42000, Saint-Etienne,,
45.4364149,4.3904458,Loire,Scopitone Party & Juke-Box,"Expression artistique des personnes migrantes, Quartiers populaires","Projection, Concert, Juke-Box, Autre",Ven 13 nov,Semaine du 09 novembre,20h,La Friterie,"La friterie (Famille Belala), Anaïs Amrani-Hammour, Le Grain et le réseau Traces.","La friterie (Famille Belala), Anaïs Amrani-Hammour, Le Grain et le réseau Traces.",,Prix libre,9 rue Georges Dupré,42000, Saint-Etienne,,
45.4744661,4.5117688,Loire,Exil et Hospitalité,"Habitat, Hospitalité","Conférence, Table ronde",Ven 13 nov,Semaine du 09 novembre,20h,MJC de Saint-Chamond,,quitterie@asmlsyria.com - chcaps69@gmail.com - act-for-ref@outlook.fr,,Gratuit,2 avenue de la Libération,42400,Saint-Chamond,,
45.4392007,4.4013634,Loire,WEEK-END IMAGES MIGRANTES Saint-Etienne,,"Projection, Débat",Sam 14 et dim 15 nov,Semaine du 09 novembre,"Sam à partir de 11h, Dim à partir de 14h",,"dans le cadre du Festival MIGRANT’SCÈNE par LE MÉLIÈS, le réseau Traces, La Cimade, Radio DIO, en partenariat avec de nombreux acteurs stéphanois",,www.lemelies.com,Tarifs habituels du Méliès,8 Rue de la Valse,42100, Saint-Etienne,,
45.4318596,4.390601,Loire,"Mémoires de guerres, Mémoires de soldats oubliés ",Histoire coloniale,"Projection, Débat",Jeu 19 nov,Semaine du 16 novembre,20h30,Café-lecture Le Remue-Méninges,Le Remue-Méninges et l’association Le Grain,contact@remue-meninges.com - 04 77 37 87 50,www.remue-meninges.com,Gratuit,43 rue Michelet,42000, Saint-Etienne,,
45.43672249999999,4.386477,Loire,"Voix-es de femmes, hier et aujourd’hui",Quartiers populaires,"Rencontre littéraire, Littérature",Ven 20 nov,Semaine du 16 novembre,14h,Les Moyens du Bord,l’Association Les Moyens du Bord,04 77 37 28 27 - lesmoyensdubord42@gmail.com,lmdb42.wordpress.com,Gratuit,38 rue de la Résistance,42000, Saint-Etienne,,
45.4213791,4.0643095,Loire,"Demain est si loin, Muriel Cravatte",Hospitalité,"Projection, Rencontre",Lun 23 nov,Semaine du 23 novembre,20h,Cinéma Cin’étoile,l’équipe du Cinéma Cin’étoile,elisefayolle@loireforez.fr ,www.cines-haut-forez.fr,5,1 route d’Augel,42380,St Bonnet le Château,,
45.43522970000001,4.381635699999999,Loire,"Des années immigrées, aux années banlieues - 30 ans de luttes pour l'égalité","Quartiers populaires, Luttes","Exposition, Projection",Mer 25 nov,Semaine du 23 novembre,À partir de 18h,Le Babet Centre social,"Le Babet – Centre social, L’Écho des cités, Association Mémoire en Images et Sons (Nîmes), le Grain.",04 77 33 33 92 - secretariat@lebabet.fr,www.le-babet.fr,Gratuit,10 rue Félix Piat,42000, Saint-Etienne,,
45.43522970000001,4.381635699999999,Loire,"Actualités de l’antiracisme en France : entre invisibilisations, dénis et mobilisations.","Discriminations, Luttes","Conférence, Table ronde",Ven 27 nov,Semaine du 23 novembre,18h,Le Babet Centre social,"Le Babet – Centre social, L’Écho des cités, Association Mémoire en Images et Sons (Nîmes), le Grain.",04 77 33 33 92 - secretariat@lebabet.fr,www.le-babet.fr,Gratuit,10 rue Félix Piat,42000, Saint-Etienne,,
45.4280813,4.3840116,Loire,Les damnées de la mer ,Femmes en migration,"Rencontre littéraire, Littérature",Ven 27 nov,Semaine du 23 novembre,19h,Amicale laïque de Tardy,"SOS Méditerranée, antenne de Saint-Etienne",stetienne@sosmediterranee.org,,"Prix libre, aux bénéfices de SOS Méditerranée",86 rue Vaillant Couturier,42000, Saint-Etienne,,
45.4213791,4.0643095,Loire,"Il mio corpo, de Michele Pennetta",,"Projection, Rencontre",Lun 30 nov,Semaine du 30 novembre,20h,Cinéma Cin’étoile,Cinéma Cin’étoile,elisefayolle@loireforez.fr,www.cines-haut-forez.fr,5,1 route d’Augel,42380,St Bonnet le Château,,
44.895927,4.646171,Drôme / Ardèche,Rencontres sans frontières,Expression artistique des personnes migrantes,"Festival multiculturel, Autre","Sam 10, dim 11 et sam 17 et dim 18 oct","Semaine du 05 octobre, Semaine du 12 octobre",,Salle du Lac,"L'Embarqu'café, café associatif","embarqucafe@gmail.com, yasmina.abiles@orange.fr  –04 75 58 28 34",embarqucafe.wordpress.com,"Concerts : 10 € / 5 €, gratuité -15 ans, Projections : 5 € / 3 € - 14 ans",,07240,Vernoux en Vivarais,,
44.9315125,4.8936753,Drôme / Ardèche,"1973, l’année marquante","Travail, Luttes","Rencontre, Débat",Mer 21 oct,Semaine du 19 octobre,18h30,Le CPA,Le CPA (Valence),contact@le-cpa.com – 04 75 80 13 00,www.le-cpa.com,Gratuit,14 rue Louis Gallet,26000,Valence,,
44.755343,5.367751999999999,Drôme / Ardèche,Festival F(r)iction de réel,Frontières,"Théâtre, Exposition, Rencontre",Sam 7 nov,Semaine du 02 novembre,,Théâtre de Die,"Théâtre de Die, en partenariat avec Le Cpa (Valence)",,,A partir de 14 ans : 5 €,Rue Kateb Yacine,26150,Die,,
44.9315125,4.8936753,Drôme / Ardèche,Les petites Arménies de la vallée du Rhône,"Habitat, Travail, Identité","Rencontre dédicace, Littérature, Poésie",Dim 8 nov,Semaine du 02 novembre,15h,Le CPA,Le CPA (Valence),contact@le-cpa.com – 04 75 80 13 00,,Gratuit,14 rue louis Gallet,26000,Valence,,
,,Drôme / Ardèche,Regards croisés sur l’immigration italienne en Drôme Ardèche,Mémoire,"Exposition itinérante, Projection",Dim 15 nov au mer 9 déc,"Semaine du 09 novembre, Semaine du 16 novembre, Semaine du 23 novembre, Semaine du 30 novembre",,Villes de Cruas et Le Teil,"Assofital, Festival du Cinéma Italien de Montélimar Le Teil Cruas",Alexandre Covelli : assofital@gmail.com,,Gratuit,,,,,
45.2536078,4.6698726,Drôme / Ardèche,Le café des langues,"Langues, Expression artistique des personnes migrantes","Théâtre, Littérature, Poésie",Sam 21 nov,Semaine du 16 novembre,17h,Annexe du gymnase du Zodiaque,Les arTpenteurs et ASTI-Annonay,contact@les-artpenteurs.com – 04 78 35 33 86,,Gratuit – réservation conseillée,Avenue Jean Moulin,07100,Annonay,,
44.7154388,5.0543684,Drôme / Ardèche,Réfugiés : un marché sous influence ,"Habitat, Frontières","Projection, Repas partagé",Dim 22 nov,Semaine du 16 novembre,18h,MJC-Centre social Nini Chaize,"MJC-Centre social Nini Chaize, la Cimade dans le cadre Migrant’Scène",04 75 25 14 20,,Prix libre et conscient,6 rue Gustave Gresse,26400,Aouste sur Sye,,
44.9315125,4.8936753,Drôme / Ardèche,Frontières. Observer les marges pour questionner le monde,"Frontières, Habitat, Travail",Exposition,Mer 2 au dim 20 déc,"Semaine du 30 novembre, Semaine du 07 décembre, Semaine du 14 décembre","De 10h à 13h et de 14h à 18h (mar au ven), de 14h à 18h (sam à dim)",Le CPA,Le CPA (Valence),contact@le-cpa.com – 04 75 80 13 00,,Gratuit,14 rue Louis Gallet,26000,Valence,,
44.9315125,4.8936753,Drôme / Ardèche,"C’est encore loin, la frontière ?","Frontières, Hospitalité","Journée d’étude, Conférence, Table ronde",Ven 4 déc,Semaine du 30 novembre,De 10h à 17h30,Le CPA,Le CPA (Valence),contact@le-cpa.com – 04 75 80 13 00,,Gratuit,14 rue Louis Gallet,26000,Valence,,
44.9327159,4.8951791,Drôme / Ardèche,"La frontière, le voyageur et le migrant : quelques leçons à tirer de la pandémie. Avec François Héran sociologue et démographe.","Frontières, Hospitalité, Crise Sanitaire","Conférence, Table ronde",Ven 4 déc,Semaine du 30 novembre,18h30,Cinéma Le Navire,Le CPA (Valence),contact@le-cpa.com – 04 75 80 13 00,,Gratuit,9 Boulevard d'Alsace,26000,Valence,,
45.56669780000001,5.9302001,Savoie / Haute-Savoie,Migrant’scène Savoie,,Festival,Sam 7 nov au dim 6 déc,"Semaine du 02 novembre, Semaine du 09 novembre, Semaine du 16 novembre, Semaine du 23 novembre, Semaine du 30 novembre",,Chambéry & Savoie,"Le collectif Migrant’scène Chambéry réunit La Cimade, l’ADDCAES, Pays de Savoie Solidaires, le Secours Catholique et les Relations Internationales de la ville de Chambéry.",contact@addcaes.org - 04 79 72 43 49,,,311 Fbg Montmélian,73000,Chambéry,,
,,,Les Nuits de la Roulotte,,Festival,Sam 7 nov,Semaine du 02 novembre,À partir de 14h,MJC,La Cimade et Les Nuits de la Roulotte,"04 56 29 51 54, 06 50 61 81 37",lesnuitsdelaroulotte.com,6 € / 10 €,,,,,
45.6752845,6.388577,Savoie / Haute-Savoie,"Être d’ici, venir d’ailleurs",,"Film, Lecture poétique
",Mer 18 nov,Semaine du 16 novembre,20h,Le Garage de la librairie des Bauges,Le Garage,,www.librairiedesbauges.fr/le-garage/evenements/programmation,3,104 rue de la république,73200,Albertville,,
45.9172018,6.1346172,Savoie / Haute-Savoie,Souffles,Expression artistique des personnes migrantes,"Projection, Littérature, Poésie",Jeu 26 nov au ven 22 janv,"Semaine du 23 novembre, Semaine du 30 novembre",,Arteppes espace d’art contemporain,L’Arteppes espace d’art contemporain,rsarteppes@lemikado.org,www.lemikado.org,Gratuit,2 Place Annapurna,74000,Annecy,,
45.6765041,6.3913138,Savoie / Haute-Savoie,"Désobéir, Cie Les Cambrioleurs",Quartiers populaires,Exposition,Mar 1 déc,Semaine du 30 novembre,20h,Le Dôme théâtre,Le Dôme théâtre,04 79 10 44 80 - billetterie@dometheatre.com,www.dometheatre.com/desobeir.html,9 € / 25 €,135 place de l’Europe,73200,Albertville,,
45.1927768,5.727369899999999,Isère,"Sauver, protéger, témoigner : l’engagement citoyen de SOS méditerranée","Frontières, Hospitalité",Théâtre,Mer 7 au ven 23 oct,"Semaine du 05 octobre, Semaine du 12 octobre, Semaine du 19 octobre",,Maison de l’International,SOS MEDITERRANEE France,,www.sosmediterranee.fr,Gratuit,1 Rue Hector Berlioz,38000,Grenoble,,
45.1938645,5.7327524,Isère,Grèce : de l’exil des Troyens au camp de réfugiés à Samos en 2020,Interculturalité,Exposition,Mer 7 au sam 31 oct,"Semaine du 05 octobre, Semaine du 12 octobre, Semaine du 19 octobre, Semaine du 26 octobre",De 9h à 13h et de 14h à 18h (lun au ven) / De 9h à 13h (mer),Association AMAL,AMAL,amal38@gmail.com,Amal38.fr,Prix libre,57 avenue Maréchal Randon,38000,Grenoble,,
45.1530815,5.3190691,Isère,"Horizon Légende, Pauline Guillerm",,Exposition,Sam 17 oct,Semaine du 12 octobre,18h30,Médiathèque de Saint-Marcellin,Médiathèque intercommunale de Saint Marcellin,04 76 38 02 91,www.bibliotheques.saintmarcellin-vercors-isere.fr,Gratuit,1 Boulevard du Champ de Mars,38160,Saint-Marcellin,,
45.1895552,5.7333045,Isère,Le Mois de la Photo,"Mémoires des migrations, Identités","Dégustation de vins et de mots, Lecture, Théâtre, Autre",Mer 28 oct au dim 22 nov,"Semaine du 26 octobre, Semaine du 02 novembre, Semaine du 09 novembre, Semaine du 16 novembre",De 13h à 19h (mer à dim),Ancien musée de peinture,La Maison de l’Image,yuliya.ruzhechka@maison-image.fr,www.maison-image.fr,Prix libre,9 Place de Verdun,38000,Grenoble,,
45.1867111,5.723572,Isère,"Picture, Madame, Picture, fragments d'identité",Expression artistique des personnes migrantes,Exposition,Mar 3 au sam 21 nov,"Semaine du 02 novembre, Semaine du 09 novembre, Semaine du 16 novembre",,Librairie Les Modernes,Librairie Les Modernes,Gaëlle Partouche : gpartouche@hotmail.fr – 06 18 99 59 20,www.lesmodernes.com,Gratuit,6 rue Lakanal,38000,Grenoble,,
45.1867111,5.723572,Isère,Librairie éphémère autour des Migrations,,Exposition,Mar 3 au sam 21 nov / et 5 déc,"Semaine du 02 novembre, Semaine du 09 novembre, Semaine du 16 novembre",,Librairie Les Modernes et la Salle Noire,Librairie Les Modernes,Gaëlle Partouche : gpartouche@hotmail.fr – 06 18 99 59 20,www.lesmodernes.com,Gratuit,6 rue Lakanal,38000,Grenoble,,
45.3100093,5.887561799999999,Isère,"Sonographies / Paysages traversés, De l’exil à la mobilité, la mutation des enjeux territoriaux",,Exposition d’ouvrages,Jeu 5 au sam 7 nov,Semaine du 02 novembre,De 14h à 18h,Plateau des Petites-Roches (St-Hilaire),,04 76 88 75 20 – emmanuelle.vin@parc-chartreuse.net,www.lesmilieux.com,Participation libre,23 chemin du pal de fer,38660,Plateau des Petites-Roche,,
45.3377778,5.8986111,Isère,Sonographies / Mémoires d’exil,Trajectoires d’exil – résonance entre récits d'exils anciens et contemporains.,"Exposition, Danse, Performance",Ven 6 nov,Semaine du 02 novembre,Dès 18h30,Café associatif « Truc »,Parc naturel régional de Chartreuse,emmanuelle.vin@parc-chartreuse.net – 04 76 88 75 20,truc-asso.jimdofree.com,Participation libre,70 rue des 22 martyrs,38660,Plateau des Petites-Roche,,
,,,Des papiers pour tous! Luttes de travailleurs immigrés en 1973,Luttes,"Rencontre littéraire, Dédicace",Ven 6 nov,Semaine du 02 novembre,18h30,Librairie Les Modernes,Librairie Les Modernes,Gaëlle Partouche gpartouche@hotmail.fr ou 06 18 99 59 20,https://www.lesmodernes.com/,Gratuit,,,,,
45.188581,5.737343999999999,Isère,"Debycratie, de Aboubakar Sow",Expression artistique des personnes migrantes,"Lecture, Repas",Mar 10 nov,Semaine du 09 novembre,19h30,Maison de la Nature et de l'Environnement de l'Isère,Survie Isère et Association Franco-Tchadienne « Goumoufok »,Nico (Survie) 07 81 33 10 95,survie.isere.free.fr,Gratuit,5 place Bir Hakeim,38000,Grenoble,,
45.1910934,5.7676032,Isère,LUTTES EN PARTAGE,"Habitat, Luttes","Projection, Débat",Jeu 12 nov,Semaine du 09 novembre,De 18h à 22h30,Espace Vie Etudiante,Réseau Université Sans Frontières 38,rusf38@gresille.org,fr-fr.facebook.com/RUSF38/ns.org,Gratuit dans la limite des places disponibles,701 avenue centrale,38400,Saint Martin d'Hères,,
45.1530815,5.3190691,Isère,Sur la route de l’exil,"Travail, Habitat, Hospitalité","Projection, Débat",Ven 13 nov,Semaine du 09 novembre,Dès 18h,Espace St-Laurent,Service action culturelle de Saint-Marcellin Vercors Isère Communauté intercommunal et le service culturel de la Ville de Saint-Marcellin,,www.bibliotheques.saintmarcellin-vercors-isere.fr,Gratuit,1 Boulevard du Champ de Mars,38160,Saint-Marcellin,,
45.1530815,5.3190691,Isère,Là où vont nos pères,,"Table ronde, Exposition, Conférence",Dim 15 nov,Semaine du 09 novembre,17h,Médiathèque intercommunale de Saint-Marcellin,Médiathèque intercommunale de Saint Marcellin,Réservation Diapason : 04 76 38 89 84,www.diapason-saint-marcellin.fr,Gratuit (réservation conseillée),1 Boulevard du Champ de Mars,38160,Saint-Marcellin,,
45.1641585,5.732971800000001,Isère,Le Voyage de Roméo ,Expression artistique des personnes migrantes,BD-Concert,Mer 18 nov,Semaine du 16 novembre,19h30,Espace 600,Festival international de Théâtre Action à Grenoble dans le cadre du festival Migrant'Scène,04 57 13 68 12 – communication.opheliatheatre@gmail.com,www.fita-rhonealpes.fr,13 € / 7 € / 4 €,97 Galerie de l’Arlequin,38100,Grenoble,,
,,Isère,Projection documentaires Migrant’Scène (1),"Solidarité, Frontières",Projection,Sam 21 nov,Semaine du 16 novembre,15h30,Bibliothèque Kateb Yacine,Festival Migrant’Scène,Facebook : Migrant’Scène Grenoble,www.migrantscene.org,Gratuit,,,,,
,,,Projection documentaires Migrant’Scène (2),"Solidarité, Frontières",Projection,Ven 27 nov,Semaine du 23 novembre,18h30,Bibliothèque des Eaux-Claires Mistral,Festival Migrant’Scène,Facebook : Migrant’Scène Grenoble,www.migrantscene.org,Gratuit,,,,,
,,,Projection documentaires Migrant’Scène (3),"Solidarité, Frontières",Projection,Mar 1er déc,Semaine du 30 novembre,20h,Ciné Club Salle Juliet Berto,Festival Migrant’Scène,Facebook : Migrant’Scène Grenoble,www.migrantscene.org,"4 € / 6,5 €",,,,,
45.1633848,5.7273782,Isère,Ma Nostalgie ,Expression artistique des personnes migrantes,Théâtre,Mar 24 nov,Semaine du 23 novembre,20h30,Théâtre Prémol,Festival international de Théâtre Action à Grenoble dans le cadre du festival Migrant'Scène,bureau.opheliatheatre@gmail.com – 04 57 13 68 12,www.fita-rhonealpes.fr,13 € / 7 € / 4 €,7 rue Henry Duhame,38100,Grenoble,,
,,,A-t-on le droit d'être en colère ?,Expression artistique des personnes migrantes,"Écoute radiophonique, Débat",Mer 25 nov,Semaine du 23 novembre,17h30,L’Escale,Service Jeunesse de Pont-de-Claix et Modus Operandi,serena@modop.org,https://audioblog.arteradio.com/blog/98862/a-plus-d-une-voix,Gratuit,,,,,
45.1653847,5.7322962,Isère,Histoire(s) de musulmans et de juifs du Maghreb,Quartiers populaires,"Projection, Débat",Jeu 26 nov,Semaine du 23 novembre,19h,La Cordée,"Jouda Bardi - Régie de Quartier Village Olympique-Villeneuve, Alberto Crespo – réalisateur, Alain Manac’h -Villeneuve Debout et Claire Marynower - Laboratoire Pacte, Université Grenoble Alpes","claire.marynower@iepg.fr, jbardi@regiegrenoble.org, alain.manach38@orange.fr",,Gratuit,47 Galerie de l'Arlequin,38100,Grenoble,,
45.1698724,5.7378664,Isère,"TARA JAN TRIO, Au cœur de l’intime… ",Expression artistique des personnes migrantes,Concert,Jeu 26 nov,Semaine du 23 novembre,19h,Centre œcuménique St Marc,Arménie Échange et Promotion,catherine.AEP@gmail.com – 06 78 11 28 19,,12 € (sur réservation par mail uniquement),6 av Malherbe,38100,Grenoble,,
