Latitude,Longitude,Departement,Titre,Thematique,Forme,Dates,Semaine du,Horaire,Lieu,Organisateurs,Informations,Lien,Site structure,Prix,Adresse,Code postal,Ville,Full Address,Description
44.9315125,4.8936753,Drôme / Ardèche,"1973, l’année intense","Travail, Luttes","Rencontre, Débat",Mer 21 oct,Semaine du 19 octobre,18h30,Le CPA,Le CPA (Valence),contact@le-cpa.com – 04 75 80 13 00,http://traces-migrations.org/2020/09/10/drome-1021-cpa/,www.le-cpa.com,Gratuit,14 rue Louis Gallet,26000,Valence,14 rue Louis Gallet 26000 Valence ,"Focus sur le numéro 1130 de la revue “Hommes et Migrations” consacrée à l’année 1973, l’une des plus intenses de l’histoire de la Ve République en matière de violences contre les immigrés, mais également en termes de mobilisations de travailleurs immigrés. À Valence, la grève de la faim des travailleurs sans-papiers de Noël 1972 a marqué un tournant dans la lutte pour les droits de ceux alors appelés « clandestins ». Avec Yvan Gastaut, Valentine Boucq, Amandine Wadre Puntous et Philippe Hanus."
45.775232,4.818003099999999,Rhone,Chili « Les temps des humbles »,,"Conférence, Table ronde, Littérature, Poésie",Mer 21 oct,Semaine du 19 octobre,18h30,Villa Gillet,Nouveaux Espaces Latino-Américains,Direction3@espaces-latinos.org – Olga Barry 07 72 38 73 53 – Januario Espinosa : 06 15 56 34 60,http://traces-migrations.org/2020/09/10/rhone1021chili/,www.espaces-latinos.org,Gratuit,25 rue Chazière,69004,Lyon,25 rue Chazière 69004 Lyon ,"Chili : 50 ans après l’arrivée au pouvoir du socialiste Salvador Allende, utopie écrasée par la fureur du pouvoir militaire, cette rencontre organisée par le festival littéraire Belles Latinas - intitulée « Les temps des humbles », en référence au roman graphique de Désirée et Alain Frappier - convoque la migration chilienne et plus largement latino-américaine des années 70-80, en France et dans la Métropole, ainsi que toutes celles et tous ceux qui se sont ému·es par ces événements tragiques."
45.7499519,4.8577064,Rhone,La repentance coloniale ? Histoire d’un mouvement de revendications de réparations de dettes coloniales dans l’opinion publique française (1981- 2012),Histoire coloniale,"Conférence, Table ronde, Débat",Mer 21 oct,Semaine du 19 octobre,19h,Carrefour des Cultures Africaines,Carrefour des Cultures Africaines (C.C.A),04 78 58 45 70 – 07 68 41 25 64 – secretaire.cca@gmail.com,http://traces-migrations.org/2020/09/10/rhone1021cca/,www.carrefourculturesafricaines.org,,150 Cours Gambetta,69007,Lyon,150 Cours Gambetta 69007 Lyon ,"Comment se pose, au plan international et national, un mouvement de demandes de réparations de dettes historiques de la part des pays anciennement colonisés envers les anciennes puissances coloniales ? L’historienne Ana Carolina Coppola (Brésil) retracera l’évolution des différentes positions et débats pour et contre ce mouvement en France."
45.43672249999999,4.386477,Loire,Migrants au gré des flots #1,,"Exposition, Rencontre",Jeu 22 oct,Semaine du 19 octobre,Vernissage : Jeu 22 oct à 18h,"Exposition, Conférence / Table ronde",Association Les Moyens du Bord,04 77 37 28 27 - lesmoyensdubord42@gmail.com,http://traces-migrations.org/2020/09/11/loire-1022-moyens/,lmdb42.wordpress.com,Gratuit,38 rue de la Résistance,42000,Saint-Etienne,38 rue de la Résistance 42000 Saint-Etienne ,"Bouvier, artiste peintre, nous livre à l’infini des visages aux expressions fortes et parfois violentes pour nous atteindre au-delà des paroles. Et au-dessus des flots, l’oiseau, dans un ciel sans frontières. L'artiste Mireille Faure nous invite à travers ses Figurines-Souris, rescapées sur une épave comme des naufragées, à entrer en empathie avec nos semblables qui ont dû fuir. Deux ateliers de création et de sensibilisation à la situation des migrants seront également proposés aux enfants et aux pré-ados de l’association Terrain d’Entente."
45.4744661,4.5117688,Loire,"Mémoires de guerres, Mémoires de travail ","Histoire coloniale, Travail","Projection, Débat",Ven 23 oct,Semaine du 19 octobre,20h,MJC Saint-Chamond,"Le Grain, Nouvel Espace Culturel et Citoyen / MJC de Saint-Chamond",,http://traces-migrations.org/2020/09/11/loire-1023-memoires/,mjcstchamond.fr/plaquette-necc-2019-2020,,2 avenue de la Libération,42400,Saint-Chamond,2 avenue de la Libération 42400 Saint-Chamond ,"Débat animé par Le Grain autour des films: « Mémoires de guerres, Mémoires de soldats oubliés », sur la participation des combattants coloniaux à la 2nd guerre mondiale (Eric Blanchot, 2005, Le Grain, 32 min). Et «Les bâtisseurs de ville» (Jordy Badiou, Léla Bencharif, Aralis, 2002, 32 min) sur l’histoire du chantier de la Part-Dieu avec les témoignages croisés de l’urbaniste Charles Delfante et des ouvriers-maçons immigrés."
45.4452264,4.3984486,Loire,Plaques de rue ,,"Animation de rues, Autre",Ven 23 oct,Semaine du 19 octobre,Entre 12h et 14h,Centre ville,La Cimade / Festival Migrant'Scène, Marion Peyre : 0633874945  / Tel : 04.27.10.21.84 / saint-etienne@lacimade.org,http://traces-migrations.org/2020/09/11/loire-1023-plaques/,www.migrantscene.org,,3 rue Louis Soulié,42000,Saint-Etienne,3 rue Louis Soulié 42000 Saint-Etienne ,"L’action « Plaques de rue » a pour but de rendre hommage aux personnes venues d’ailleurs, qui ont contribué à notre Histoire. Certaines sont connues, d’autres sont totalement méconnues ; nous proposons d’apposer de fausses plaques de rue pour les rappeler à notre mémoire. Aujourd’hui, des femmes et des hommes désirent venir en France, et leurs droits sont bafoués et ignorés en dépit des déclarations solennelles et des traités internationaux."
45.4374122,4.4363722,Loire,Balade intime au cœur des Terres Noires,Quartiers populaires,Visite commentée,Sam 24 oct,Semaine du 19 octobre,15h,Quartier de Terrenoire,Centre socioculturel Arlequin,04 77 95 68 30,http://traces-migrations.org/2020/09/11/loire-1024-terresnoires/,arlequin.centres-sociaux.fr,Gratuit,21 Rue du Dr Louis Destre,42000,Saint-Etienne,21 Rue du Dr Louis Destre 42000 Saint-Etienne ,"Une balade en compagnie d’habitants sur les traces et les lieux emblématiques du quartier cosmopolite de Terrenoire : à travers ses jardins partagés, le bassin de Janon, les Hauts-de-Terrenoire (appelés hier la cité de Maugara édifiée en 1958), ou encore ses nombreux lieux oubliés où l’histoire industrielle se conjugue résolument avec l’histoire des immigrations."
45.4280813,4.3840116,Loire,Faut-il déboulonner les statues ?,Histoire coloniale,"Conférence, Table ronde",Sam 24 oct,Semaine du 19 octobre,19h,Amicale laïque de Tardy,"l’Amicale laïque de Tardy, le réseau Traces et l’association le Grain (Groupe de Réflexion et d’Actions Interculturelles)",04 77 32 47 51,http://traces-migrations.org/2020/09/11/loire-1024-statues/,,Prix libre,86 Rue Vaillant Couturier,42000,Saint-Etienne,86 Rue Vaillant Couturier 42000 Saint-Etienne ,"Outre la question de la disparition ou pas de ces traces matérielles et visibles dans l’espace public, nous souhaitons débattre, en présence du professeur Olivier Le Cour Grandmaison, de la place de l’histoire de l’immigration coloniale en France : « ce passé qui passe mal », cette mécanique de l’oubli qui a de fait dessiné et institué, au cœur de la mémoire collective, les contours d’une véritable amnésie sociale. En amont de la conférence, projection du film ""Mémoires de guerres, Mémoires de soldats oubliés"" d'Éric Blanchot (30 min, Le Grain, 2005), sur la participation des combattants coloniaux à la 2e guerre mondiale"
46.20893179999999,5.2317978,Ain,Principe de Fraternité : Valeur Constitutionnelle,"Travail, Habitat, Hospitalité","Conférence, Table ronde, Exposition, Projection, Repas",Sam 24 oc,Semaine du 19 octobre,Dès 9h30,Maison de la Culture et de la Citoyenneté,Cent Pour Un Toit-01,centpouruntoit01@gmail.com,http://traces-migrations.org/2020/09/11/ain-1024-fraternite/,www.facebook.com/centpouruntoit01,Gratuit,4 allée des Brotteaux,01000,Bourg-en-Bresse,4 allée des Brotteaux 01000 Bourg-en-Bresse ,
45.1895552,5.7333045,Isère,Le Mois de la Photo,,"Dégustation de vins et de mots, Lecture, Théâtre, Autre",Mer 28 oct au dim 22 nov,"Semaine du 26 octobre, Semaine du 02 novembre, Semaine du 09 novembre, Semaine du 16 novembre",De 13h à 19h (mer à dim),Ancien musée de peinture,La Maison de l’Image,yuliya.ruzhechka@maison-image.fr,http://traces-migrations.org/2020/09/10/isere-1028-maison-image/,www.maison-image.fr,Prix libre,9 Place de Verdun,38000,Grenoble,9 Place de Verdun 38000 Grenoble ,"Pour cette édition du Mois de la photo de Grenoble, deux artistes sont mis à l’honneur dans une rencontre autour de la Mémoire. Aletheia Casey et Miki Nitadori questionnent l’importance de nos aïeux, de notre culture ou des cultures que nous portons dans nos histoires personnelles, ainsi que l’attachement que l’on peut avoir à sa terre natale. Le dialogue entre ces deux photographes vise à explorer comment chacun d’entre nous se construit à travers la mémoire collective, tout en mettant en lumière des histoires silencieuses, cachées voire traumatiques, qui n’ont pas droit de cité dans l’Histoire dominante. Une quinzaine d'expositions et d'événements culturels s'ajoutent au programme du festival. Une Carte Blanche est dédiée cette année à l’Irlande, en partenariat avec le festival PhotoIreland.Jeu 29 oct : table ronde et échange avec des photographes exilés qui abordent la thématique des migrations dans leur travail. Avec la participation (sous réserve) de Alberto Campi, Tomasz Laczny, Dorje de Burgh..."
45.762681,4.891673,Rhone,Savoirs en mouvement,Expression artistique des personnes migrantes,Exposition et ateliers,Jeu 29 oct,Semaine du 26 octobre,De 14h30 à 17h30,Forum Réfugiés - Cosi,QIMEL et Forum Réugiés-Cosi,contact@qimel.com,http://traces-migrations.org/2020/09/10/rhone1029/,www.qimel.com,"Entrée libre, sur réservation",28 Rue de la Baïsse,69100,Villeurbanne,28 Rue de la Baïsse 69100 Villeurbanne ,"Illustrer et valoriser la circulation et la transmission de savoirs portés par des migrant.e.s et créer des échanges à travers des savoirs communs. Comment les savoirs peuvent devenir un langage commun, des outils de connection entre les personnes, les cultures ? L'exposition présente des photographies, textes, vidéo, dessins, sons... réalisés avec des migrant·e·s à Forum Réfugiés-Cosi à Villeurbanne."
45.77842260000001,4.837246599999999,Rhone,Bienvenue au Collège sans frontières Maurice Scève,Expression artistique des personnes migrantes,"Projection documentaire, Concert",Ven 30 oct,Semaine du 26 octobre,20h,Collège Maurice Scève,Collectif soutien et habitants du collège Maurice Scève,severine.gedzelman@ouvaton.org,http://traces-migrations.org/2020/09/10/rhone1030sceve/,,Prix libre au bénéfice des jeunes du collège,rue Louis Thévenet,69001,Lyon,rue Louis Thévenet 69001 Lyon ,"Des hommes poursuivent leur rêve de devenir musiciens, ils se sont croisés au collège Maurice Scève, grand lieu d’hébergement précaire tenu à bout de bras par des bénévoles, en soutien aux exilés. La musique fait partie de leur vie, elle fait continuer à battre leurs cœurs dans toutes les difficultés passées et à venir. Le film « On the Road to College » sera suivi d’un concert avec plusieurs DJs et chanteurs du Collège."
45.7220358,4.0084984,Loire,"L’hospitalité défiée par les migrations, artistes et citoyens aux frontières du droit.","Hospitalité, Expression artistique des personnes migrantes",Rencontres publiques et radiophoniques,Ven 30 oct & sam 31 oct,Semaine du 26 octobre,,Château de Goutelas,"le Château de Goutelas, Bureau des dépositions, le PEROU, Radio DIO, 171 canons, Webradio r22 Tout-monde, Selam ! et les SUBS (Lieu vivant d’expériences artistiques, Lyon)",centreculturel@chateaudegoutelas.fr – 04 77 97 35 43,http://traces-migrations.org/2020/09/11/loire-1030-goutelas-2/,www.chateaudegoutelas.fr,"Rencontres gratuites, spectacle 7 € - sur réservation",Château de Goutelas,42130,Marcoux,Château de Goutelas 42130 Marcoux ,"Avec cette nouvelle édition de « L’hospitalité défiée par les migra-tions », le Château de Goutelas donne la parole à des artistes ou à des collectifs dont la pratique interroge et bouscule les limites du droit. L’art peut-il s’outiller du droit pour protéger migrants et accueillants ? Une requête auprès de l’UNESCO peut-elle être utile à celles et ceux qui bâtissent l’hospitalité au quotidien ? Quels espaces de création pour les artistes en situation d’exil ? En public et à la radio, chercheurs, artistes, militants et citoyens débattent de ces questions tandis que des actes d’hospitalité prennent vie à travers différentes formes artistiques : créations graphiques, lectures plurilingues, spectacle pour les plus jeunes"
45.7598334,4.8837963,Rhone,"Mémoires d’immigrés, Yasmina Benguigui",20 ans du réseau Traces,Projection,Sam 31 oct,Semaine du 26 octobre,Dès 15h30,Le Rize,Le Rize et le réseau Traces,Accueil renseignements 04 37 57 17 17,http://traces-migrations.org/2020/09/10/rhone1031yasmina/,lerize.villeurbanne.fr,"Entrée libre, sur réservation",23 Rue Valentin Hauy,69100,Villeurbanne,23 Rue Valentin Hauy 69100 Villeurbanne ,"L'histoire de la communauté musulmane de France date du début du XXe siècle. Elle a participé à la libération du territoire national au sein de l'armée ou de la Résistance puis à la reconstruction du pays... Voilà presqu'un demi-siècle que l'enjeu de son intégration au sein de la société française est au cœur du débat national. La série de films “Mémoires d'immigrés” se propose de retracer cette histoire au travers du témoignage de trois générations. Chacune des trois parties de 50 minutes seront entrecoupées d’un temps d’échange avec Marina Chauliac, anthropologue, et Olivier Chavanon, sociologue. 15h30 : 1ère partie Les Pères : sortir du silence17h30 : 2e partie Les Mères : perdre son pays au bénéfice d’une émancipation19h : Petite restauration payante20h : 3e partie Les Enfants : se réapproprier un héritage"
45.4380805,4.3912074,Loire,Corps en Grève ,"Travail, Luttes","Exposition, Rencontre","Ven 13 nov, (Expo : mar 3 au mer 18 nov)","Semaine du 02 novembre, Semaine du 09 novembre, Semaine du 16 novembre",Ven 13 nov à 19h : rencontre avec les autrices,Librairie Lune et L’autre,,lune-et-l-autre@hotmail.fr,http://traces-migrations.org/2020/09/11/loire-1113-lune/,https://fr-fr.facebook.com/lune.l.autre/,Gratuit,19 rue du Pierre Bérard,42000, Saint-Etienne,19 rue du Pierre Bérard 42000  Saint-Etienne ,"Mars 1973. Le bidonville de Feyzin est menacé de fermeture. La majorité de ses habitants sont des travailleurs tunisiens “sans-papiers”,qui ne seront pas relogés et risquent d'être expulsés du pays. Soutenus par plusieurs militants, 27 d'entre eux vont finalement décider d'entamer une grève de la faim pour tenter d'obtenir une régularisation. La bande dessinée « Corps en Grève » retrace cette lutte durant laquelle français et immigrés se sont battus ensemble, jusqu'au bout. Exposition des planches de la BD écrite par Valentine Boucq et dessinée par Amandine Wadre Puntous.Vendredi 13 novembre à 19h : rencontre avec les autrices."
45.1867111,5.723572,Isère,Librairie éphémère autour des Migrations,,Exposition,Mar 3 au sam 21 nov / et 5 déc,"Semaine du 02 novembre, Semaine du 09 novembre, Semaine du 16 novembre",,Librairie Les Modernes et la Salle Noire,Librairie Les Modernes,Gaëlle Partouche : gpartouche@hotmail.fr – 06 18 99 59 20,http://traces-migrations.org/2020/09/10/isere-1101-les-modernes/,www.lesmodernes.com,Gratuit,6 rue Lakanal,38000,Grenoble,6 rue Lakanal 38000 Grenoble ,"Nous vous invitons à venir à la rencontre des ouvrages dédiés aux questions des migrations, de l'exil et des réfugiés. Comprenant albums, documentaires, romans et bandes dessinées, les premières références de cette bibliographie évolutive peuvent être consultées sur le site du réseau Traces."
45.1867111,5.723572,Isère,"Picture, Madame, Picture, fragments d'identité",Expression artistique des personnes migrantes,Exposition,Mar 3 au sam 21 nov,"Semaine du 02 novembre, Semaine du 09 novembre, Semaine du 16 novembre",,Librairie Les Modernes,Librairie Les Modernes,,http://traces-migrations.org/2020/09/10/isere-1101-lesmodernes/,www.lesmodernes.com,Gratuit,6 rue Lakanal,38000,Grenoble,6 rue Lakanal 38000 Grenoble ,"Durant deux mois et demi, Marion Colard et Ninon Mazeaud ont mené des ateliers artistiques avec une trentaine de jeunes migrants non accompagnés en Belgique. Ce travail collectif a débouché sur une exposition et une édition qui questionnent l’identité à échelle individuelle et sociale. Cela, pour ne plus parler de migrants mais plutôt donner à voir des sensibilités et des personnalités. Ne pas parler pour eux mais leur laisser la parole."
45.764043,4.835659,Rhone,Festival INTERFERENCES « Cinéma et Sciences »,,"Projection, Débat",Mer 4 au sam 14 nov,"Semaine du 02 novembre, Semaine du 09 novembre",,,SCÈNES PUBLIQUES,,http://traces-migrations.org/2020/09/10/rhone1104interferences/,www.lacitedoc.com/festival-interferences,,,,Lyon,  Lyon ,"Le Festival Interférences envisage conjointement la programmation de cinéma documentaire et l'organisation de débats publics, où se rencontrent les paroles de citoyens, de cinéastes et de chercheurs, permettant de reformuler les enjeux de sciences et de penser la société d'aujourd'hui. Il propose une compétition internationale de documentaires de création et une programmation de films parmi lesquels plusieurs interrogent les thématiques portées par le réseau Traces (sélection non exhaustive, merci de consulter le programme complet du festival) :"
46.2212885,5.228354599999999,Ain,Forêt polyglotte & Concert Sous La Langue,Langues,"Concert, Exposition sonore",Mer 4 nov,Semaine du 02 novembre,"15h30 (Concert), de 14h à 17h30 (Exposition)",Centre Psychothérapique de l’Ain,"Centre Psychothérapique de l’Ain, Le Concert Sous La Langue",,http://traces-migrations.org/2020/09/11/ain-1104-polyglotte/,www.souslalangue.com / www.ecomuseebresse.fr,Gratuit,Avenue de Marboz,01000,Bourg-en-Bresse,Avenue de Marboz 01000 Bourg-en-Bresse ,"Le Concert Sous La Langue rend hommage à la richesse des langues parlées dans nos villes-mondes. Dans ce cadre, trois musiciens explorent la musicalité de la parole à travers un vaste collectage sonore réalisé auprès de personnes polyglottes de la région. Chems Armouche, Xavier et Serge Sana créent une œuvre originale qui révèle la beauté et l’intensité des langues, témoins du divers de notre humanité."
45.7416631,4.8946553,Rhone,« Les voix des personnes concernées. Échanges et réflexions pour contribuer à une société inclusive »,Santé mentale,Projection,Jeu 5 & Ven 6 nov,Semaine du 02 novembre,10h,Centre Hospitalier le Vinatier,le collectif « Tou∙te∙s concerné∙e∙s ! » et l’Orspere-Samdarra,orspere-samdarra@ch-le-vinatier.fr,http://traces-migrations.org/2020/09/10/rhone1105vinatier/,www.ch-le-vinatier.fr/orspere-samdarra,,95 Boulevard Pinel,,Bron,95 Boulevard Pinel  Bron ,"Placées sous le signe de l’échange, du croisement d’expériences et de l’enrichissement des savoirs, les deux journées d'étude prennent pour thématique générale la place donnée (ou à donner) à la voix des personnes en situation de vulnérabilité sociale (vivant avec des troubles psychiques, ayant des parcours de migration ou d’exil, en situation de précarité, en situation d’exclusion ou confrontées à des actes stigmatisants ou discriminatoires). Ven 6 nov à 10h : atelier « changer les regards » avec le réalisateur Antoine Dubos autour de l’expérience de réalisation collective au Collège Maurice Scève."
45.8223148,4.910175199999999,Rhone,Djazia Satour & Yiazaal,Expression artistique des personnes migrantes,Concert,Jeu 5 nov,Semaine du 02 novembre,20h,Espace 140,Transmetteurs Rillieux-la-Pape,transmetteurs@rillieuxlapape.fr,http://traces-migrations.org/2020/09/10/rhone1105rillieux/,www.transmetteurs.fr,10 € / 15 €,291 rue d’Athènes,69140,Rillieux-la-Pape,291 rue d’Athènes 69140 Rillieux-la-Pape ,"Djazia Satour est de passage à Rillieux-la-Pape à l’occasion de la sortie de son nouvel album « Aswat » (Des voix) qui explore l’héritage musical algérien. En première partie, Yiazaal raconte une humanité entre l’Orient et l’Occident, entre l’ici et l’ailleurs. Une discussion avec les artistes est proposée à l’issue du concert"
45.7598334,4.8837963,Rhone,Instruments voyageurs,Expression artistique des personnes migrantes,Exposition,Jeu 5 nov 2020 au 25 sept 2021,"Semaine du 02 novembre, Semaine du 09 novembre, Semaine du 16 novembre, Semaine du 23 novembre, Semaine du 30 novembre",,Le Rize,"Le Rize, le Centre des Musiques Traditionnelles Rhône Alpes et l’École Nationale de Musique de Villeurbanne",Accueil renseignements : 04 37 57 17 17,http://traces-migrations.org/2020/09/10/rhone1105rize/,lerize.villeurbanne.fr,"Entrée libre, sur réservation",23 rue Valentin Hauy,69100,Villeurbanne,23 rue Valentin Hauy 69100 Villeurbanne ,"Dans notre quotidien, à la maison ou dans la rue, les instruments de musique sont les témoins d’échanges, de circulations et d'interconnexions entre cultures et langages musicaux. L’exposition et la programmation d’événements associés vous invitent à la découverte d'instruments d’ici et d’ailleurs, qui par leurs formes, leurs matières, leurs sonorités, et surtout leurs histoires intimes et collectives, sont les témoins des identités culturelles en mouvement qui résonnent en nous et à côté de nous."
45.7465784,4.8266227,Rhone,Migrants catholiques dans une société plurielle,,"Conférence, Table ronde",Jeu 5 & ven 6 nov,Semaine du 02 novembre,De 9h à 17h30,Université Catholique de Lyon (Pôle Carnot),Université catholique de Lyon. Valérie Aubourg et Cécile Campergue.,,http://traces-migrations.org/2020/09/10/rhone1105ucly/,www.relimig.ucly.fr,Ouvert au public,10 Place des Archives,69002,Lyon,10 Place des Archives 69002 Lyon ,"Le projet s’intéresse aux catholiques migrants originaires de sociétés africaines, créoles, asiatiques et latino-américaines en France. Le colloque interrogera : la place de la religion dans la démarche d’ancrage social et religieux, le rôle de l’appartenance à la religion majoritaire en rapport à l’intégration des populations migrantes, et la façon dont ces populations contribuent à la reconfiguration du catholicisme local."
45.3100093,5.887561799999999,Isère,"Sonographies / Paysages traversés, De l’exil à la mobilité, la mutation des enjeux territoriaux",,Exposition d’ouvrages,Jeu 5 au sam 7 nov,Semaine du 02 novembre,De 14h à 18h,Plateau des Petites-Roches (St-Hilaire),,04 76 88 75 20 – emmanuelle.vin@parc-chartreuse.net,http://traces-migrations.org/2020/09/10/isere-1105-chartreuse/,www.lesmilieux.com,Participation libre,23 chemin du pal de fer,38660,Plateau des Petites-Roche,23 chemin du pal de fer 38660 Plateau des Petites-Roche ,"Quel est le lien entre la traversée des paysages du Plateau des Petites Roches aujourd’hui et celle des Huguenots au 17e siècle ? L’exposition engage une réflexion sur le paysage et sa perception en mouvement à partir de matériaux (sons, images, paroles, textes...) collectés in situ par Anne Dubos et Michelle-Agnès Magalhaes lors d'une résidence d'artistes-chercheuses et d'ateliers scolaires."
45.7538115,4.8757838,Rhone,"Causons, des migrations",Langues,"Conférence, Table ronde",Ven 6 nov,Semaine du 02 novembre,,,Causons,lyon@causons.org,http://traces-migrations.org/2020/09/10/causons-des-migrations/,causons.org,Prix libre,13 bis rue Girié,69003,Lyon,13 bis rue Girié 69003 Lyon ,"Table ronde autour de la langue en migration. Comment fait-on pour garder sa langue au cours de la migration ? Doit-on (s')oublier, ou au contraire, tout faire pour continuer à faire vivre ce qui nous maintient le plus directement avec les lieux qu'on a quittés : la langue ?"
45.1867111,5.723572,Isère,Des papiers pour tous! Luttes de travailleurs immigrés en 1973,"Luttes, Travail","Rencontre littéraire, Dédicace",Ven 6 nov,Semaine du 02 novembre,18h30,Librairie Les Modernes,Librairie Les Modernes,Gaëlle Partouche gpartouche@hotmail.fr ou 06 18 99 59 20,http://traces-migrations.org/2020/09/10/isere-1106-lesmodernes/,https://www.lesmodernes.com/,Gratuit,6 rue Lakanal,38000,Grenoble,6 rue Lakanal 38000 Grenoble ,"« Corps en Grève », revient sur la grève de la faim menée par 27 travailleurs sans-papiers à Lyon en mars 1973. Soutenus par plusieurs militants, ils entameront une lutte pour la régularisation de leur statut. Rencontre autour des enjeux de régularisation et des luttes dans les années 70 avec les autrices de la BD, Valentine Boucq et Amandine Wadre Puntous, ainsi que de l'historien Philippe Hanus."
46.2037009,5.24355,Ain,Rencontre avec l'écrivaine Faiza Guène,Expression artistique des personnes migrantes,Discussion,Ven 6 Nov,Semaine du 02 novembre,14h,Centre Social Amédée Mercier,Association JEMNA MIX ATTITUDES en partenariat avec la Sauvegarde,"04 74 52 10 02, Madame Nour Allouache : 06 14 68 70 54, Mourad Ameriou : 06 12 51 14 77",http://traces-migrations.org/2020/09/11/ain-1106-faiza-guene/,,Gratuit,57 Avenue Amedée Mercier,01000,Bourg-en-Bresse,57 Avenue Amedée Mercier 01000 Bourg-en-Bresse ,"Rencontre et échanges avec l’écrivaine Faïza Guène autour de son dernier livre « Discrétion », où elle livre un magnifique portrait de femme, Yamina, à travers un voyage la conduisant d’un petit village berbère à la banlieue parisienne. L’objectif de cette rencontre est de permettre aux jeunes et aux aînés d’exprimer leurs visions des migrations et des conséquences sur leurs existences aujourd’hui. Témoignages et partages."
45.3377778,5.8986111,Isère,Sonographies / Mémoires d’exil,,"Exposition, Danse, Performance",Ven 6 nov,Semaine du 02 novembre,Dès 18h30,Café associatif « Truc »,Parc naturel régional de Chartreuse,emmanuelle.vin@parc-chartreuse.net – 04 76 88 75 20,http://traces-migrations.org/2020/09/10/isere-1106-chartreuse/,truc-asso.jimdofree.com,Participation libre,70 rue des 22 martyrs,38660,Plateau des Petites-Roche,70 rue des 22 martyrs 38660 Plateau des Petites-Roche ,"Le livre “Un Aller Simple, récit d’un voyage compliqué” de Johannes Melsen raconte l'expérience d’un jeune Huguenot fuyant la France au 17ème siècle. Comment ne pas entendre l'écho des traversées d'exilé.e.s aujourd’hui ? Lectures à plusieurs voix de textes de Johannes Melsen et d'autres auteur.e.s, suivies d'échanges avec les publics, en présence de l'association Un toit sur un plateau (sous réserve)."
44.755343,5.367751999999999,Drôme / Ardèche,Festival F(r)iction de réel,Frontières,"Théâtre, Exposition, Rencontre",Sam 7 nov,Semaine du 02 novembre,,Théâtre de Die,"Théâtre de Die, en partenariat avec Le Cpa (Valence)",,http://traces-migrations.org/2020/09/10/drome-1107-die/,,A partir de 14 ans : 5 €,Rue Kateb Yacine,26150,Die,Rue Kateb Yacine 26150 Die ,"Dans le cadre du festival sera présenté le spectacle « No border » de la Cie MAGMA PERFORMING THÉÂTRE. Un long poème inspiré d’un travail d’écriture de terrain mené dans la Jungle de Calais. L’auteure est partie à la rencontre des exilé-e-s hommes et femmes qui fuient la guerre et la dictature et qui espèrent trouver asile en Europe. C’est aussi l’histoire de sa propre traversée à arpenter le ghetto calaisien parmi tou-te-s ces exilé-e-s au bord du monde.Seront aussi proposés l'exposition du MNHI « Frontières. Observer les marges pour questionner le monde », et des moments d'échanges avec artistes et chercheurs."
45.75793160000001,4.825008899999999,Rhone,L’Algérie à coeur,Expression artistique des personnes migrantes,"Lecture, Théâtre",Sam 7 nov,Semaine du 02 novembre,Deux séances à 16h et 20h,"Maison des Passages ","Passeurs de Mémoires, Coup de Soleil Auvergne Rhône-Alpes et la Maison des Passages",maisondespassages@orange.fr – 04 78 42 19 04,http://traces-migrations.org/2020/09/10/rhone1107passeurs/,maisondespassages.org,12 € - réservation obligatoire,44 rue Saint-Georges,69005,Lyon,44 rue Saint-Georges 69005 Lyon ,"Polyphonie de mémoires vives, toutes générations et origines confondues, qui raconte l’amour partagé et contradictoire d’un pays, grandes et petites histoires mêlées, et qui dit la nécessité de la rencontre. Création à partir d'un atelier d’écriture dirigé par Danielle Almendros, mise en lecture par Dominique Lurcel."
45.8949441,5.053114799999999,Ain,Les migrations pour vivre ensemble ,,Exposition,Sam 7 et dim 8 nov,Semaine du 02 novembre,De 14h à 19h,Salle communale,Association Comm’Une Sereine (Sainte-Croix).,Comm’Une Sereine : 06 59 06 63 57 – communesereine@gmail.com,http://traces-migrations.org/2020/09/11/ain-1107-migrations/,www.commune-sereine.fr,Gratuit,126 Route du Creux d'Ollens,01120,Sainte-Croix,126 Route du Creux d'Ollens 01120 Sainte-Croix ,Sous le même toit pendant deux jours seront présentées trois expositions qui croiseront des dimensions internationales et locales. « Les migrations pour vivre ensemble » développe les problématiques des migrations dans le monde ; « Mémoires de Bressans » évoque les migrations du 20e siècle dans la Bresse ; « Portraits croisés » souligne les proximités de métiers entre demandeurs d’asile et habitants de Villars.
45.56669780000001,5.9302001,Savoie / Haute-Savoie,Les Nuits de la Roulotte,,Festival,Sam 7 nov,Semaine du 02 novembre,À partir de 14h,MJC,La Cimade et Les Nuits de la Roulotte,"04 56 29 51 54, 06 50 61 81 37",http://traces-migrations.org/2020/09/10/savoies-1107-festival/,lesnuitsdelaroulotte.com,6 € / 10 €,311 Fbg Montmélian,73000,Chambéry,311 Fbg Montmélian 73000 Chambéry ,"Dans le cadre de l'ouverture du Festival Migrant'Scène, l'association Les Nuits de la Roulotte a le plaisir d'organiser un événement sous l'emblème de la solidarité, du partage et de la rencontre. Concerts de Kazbak et Captain Stambolov, exposition, cuisine des pays de l'Europe de l'Est ainsi que d'autres surprises seront au rendez-vous."
